"","document","topic","gamma"
"26981","1449",24,0.00224870035696853
"26982","1500",24,0.00323833279344371
"26983","973",24,0.00304678128687831
"26984","1476",24,0.0037040853818534
"26985","612",24,0.00323833280616169
"26986","1205",24,0.00323833279344371
"26987","704",24,0.00745869332446472
"26988","1469",24,0.00323833279525381
"26989","1036",24,0.145518095661317
"26990","1153",24,0.00272446959789722
"26991","186",24,0.00272446959789722
"26992","834",24,0.163312612676904
"26993","662",24,0.0037040853818534
"26994","485",24,0.00272446960649279
"26995","1325",24,0.00399109458573402
"26996","793",24,0.00345558590976678
"26997","593",24,0.00323833287391819
"26998","25",24,0.00287662524235118
"26999","72",24,0.00323833279344371
"27000","176",24,0.00235135351924551
"27001","266",24,0.0020681239688779
"27002","631",24,0.00323833279344371
"27003","308",24,0.00287662524468769
"27004","1409",24,0.00472301558879561
"27005","555",24,0.00399109461238092
"27006","1226",24,0.00345558589497038
"27007","167",24,0.00651524841624923
"27008","1395",24,0.0587244174644122
"27009","1298",24,0.00258760152798614
"27010","1328",24,0.422930433359575
"27011","591",24,0.00224870035696854
"27012","280",24,0.37282824772881
"27013","529",24,0.0039910946817622
"27014","470",24,0.00246382722205068
"27015","1508",24,0.00224870035696853
"27016","385",24,0.00370408538481811
"27017","99",24,0.00472301558879561
"27018","56",24,0.00304678135325212
"27019","1517",24,0.00399109458573402
"27020","1024",24,0.118069962719453
"27021","381",24,0.00519980820210755
"27022","578",24,0.00172235102582528
"27023","1061",24,0.0025876015169911
"27024","647",24,0.00345558589497038
"27025","134",24,0.00287662524235072
"27026","1539",24,0.00323833279344371
"27027","864",24,0.00258760152245772
"27028","660",24,0.00519980820210756
"27029","1023",24,0.00304678128687831
"27030","921",24,0.00287662524238054
"27031","1294",24,0.0883189605511382
"27032","996",24,0.00304678128687831
"27033","113",24,0.00651524841624923
"27034","1531",24,0.00272446959789722
"27035","1105",24,0.00578367536021911
"27036","255",24,0.00432631710346651
"27037","23",24,0.118069962661776
"27038","613",24,0.0025876015169911
"27039","421",24,0.00651524841624923
"27040","110",24,0.00246382722205068
"27041","302",24,0.0883189438225078
"27042","452",24,0.0020681239705246
"27043","1385",24,0.00345558589497038
"27044","456",24,0.00432631710346651
"27045","48",24,0.00304678130348362
"27046","872",24,0.00399109463026235
"27047","1491",24,0.0037040853818534
"27048","1370",24,0.00578367536021911
"27049","1210",24,0.00258760152349402
"27050","894",24,0.0037040853818534
"27051","1506",24,0.00206812396686656
"27052","1392",24,0.00745869332446472
"27053","1099",24,0.0177259869468456
"27054","799",24,0.0705435336844796
"27055","445",24,0.00323833279344371
"27056","1224",24,0.0037040853818534
"27057","18",24,0.00304678128687831
"27058","1308",24,0.00519980820210755
"27059","224",24,0.00399109458573402
"27060","1414",24,0.00272446961865086
"27061","214",24,0.0037040853818534
"27062","225",24,0.0406339837603791
"27063","40",24,0.00272446959789743
"27064","812",24,0.256304116584999
"27065","568",24,0.00304678128687831
"27066","664",24,0.00472301558879561
"27067","1273",24,0.00399109458573402
"27068","659",24,0.00578367536021911
"27069","34",24,0.00304678128687831
"27070","182",24,0.00399109459010843
"27071","267",24,0.00287662527817689
"27072","611",24,0.00246382722205068
"27073","839",24,0.0131876195581587
"27074","1090",24,0.00235135351924551
"27075","357",24,0.00370408542798336
"27076","897",24,0.00224870035696956
"27077","148",24,0.00399109458573402
"27078","378",24,0.00519980820210755
"27079","303",24,0.00745869332446472
"27080","1131",24,0.049952723829647
"27081","622",24,0.00323833285877107
"27082","1109",24,0.00472301558879561
"27083","843",24,0.00287662535207799
"27084","556",24,0.0587244293693653
"27085","1215",24,0.0589191251931988
"27086","1164",24,0.00345558589497037
"27087","358",24,0.00399109458573402
"27088","1346",24,0.00472301558879561
"27089","656",24,0.00432631710346651
"27090","328",24,0.0017819359452907
"27091","755",24,0.00323833281199932
"27092","1391",24,0.00578367536021911
"27093","305",24,0.0025876015169911
"27094","398",24,0.0131876195581587
"27095","1101",24,0.00519980820210755
"27096","747",24,0.00224870035696853
"27097","1412",25,0.156580143285805
"27098","1447",25,0.417105690888318
"27099","439",25,0.00519980820210767
"27100","1275",25,0.00323833307261936
"27101","984",25,0.0028766252423799
"27102","795",25,0.00215463534642167
"27103","1130",25,0.00206812397243672
"27104","208",25,0.00323833279344744
"27105","1004",25,0.0037040853818534
"27106","700",25,0.172311730032559
"27107","1100",25,0.00472301558879561
"27108","1431",25,0.0039910946216098
"27109","390",25,0.620942514161357
"27110","705",25,0.00287662524235072
"27111","1436",25,0.00323833279344371
"27112","1494",25,0.0039910945857814
"27113","181",25,0.00399109458912034
"27114","722",25,0.00272446968255661
"27115","849",25,0.00235135352205175
"27116","1376",25,0.0037040853818534
"27117","212",25,0.00246382722205068
"27118","1504",25,0.0964172847097456
"27119","1438",25,0.00304678133088369
"27120","128",25,0.00370408538185341
"27121","777",25,0.00399109459320413
"27122","590",25,0.00345558591374029
"27123","1372",25,0.0883189437057644
"27124","674",25,0.00224870035696854
"27125","1262",25,0.00432631710374195
"27126","1114",25,0.0037040853818534
"27127","1222",25,0.00345558600435404
"27128","584",25,0.00272446959789722
"27129","1029",25,0.00872163560675464
"27130","10",25,0.00651524841624923
"27131","1252",25,0.00287662524235072
"27132","15",25,0.00399109458573409
"27133","314",25,0.00432631710825447
"27134","1363",25,0.00304678131156216
"27135","916",25,0.00651524841624923
"27136","569",25,0.0964172848348581
"27137","651",25,0.00287662524235072
"27138","59",25,0.00304678129276407
"27139","1461",25,0.00258760153165785
"27140","644",25,0.00224870037264902
"27141","1433",25,0.207914092520955
"27142","1327",25,0.00745869332446472
"27143","953",25,0.00172235099216734
"27144","1452",25,0.00191439328934246
"27145","920",25,0.00578367536021911
"27146","497",25,0.00399109458573402
"27147","517",25,0.00345558593824058
"27148","592",25,0.00198829151965374
"27149","1165",25,0.00578367539469554
"27150","61",25,0.147019008000941
"27151","1111",25,0.00399109461506888
"27152","1002",25,0.00304678130508881
"27153","256",25,0.00246382722205068
"27154","387",25,0.00651524841624923
"27155","760",25,0.00287662527160152
"27156","997",25,0.00472301558879561
"27157","1457",25,0.689131049171703
"27158","1122",25,0.149426575374282
"27159","833",25,0.00345558589497037
"27160","1507",25,0.0025876015169911
"27161","282",25,0.00472301558879561
"27162","400",25,0.00272446959789722
"27163","1218",25,0.00304678128687831
"27164","1017",25,0.00399109458573991
"27165","355",25,0.00323833279344371
"27166","66",25,0.137631481306844
"27167","207",25,0.46889809452076
"27168","319",25,0.00178193594213507
"27169","702",25,0.0025876015169911
"27170","292",25,0.00399109458573403
"27171","1049",25,0.00304678128687961
"27172","16",25,0.00304678128687831
"27173","549",25,0.00345558590127466
"27174","750",25,0.00345558589497037
"27175","7",25,0.420828994656262
"27176","845",25,0.0037040853818534
"27177","231",25,0.00345558589497038
"27178","523",25,0.00370408541495703
"27179","938",25,0.00519980834196139
"27180","1128",25,0.00287662524235072
"27181","817",25,0.106126382634443
"27182","341",25,0.00246382722205068
"27183","133",25,0.0025876015169911
"27184","127",25,0.00304678129609313
"27185","442",25,0.00304678128687831
"27186","965",25,0.00578367546503478
"27187","4",25,0.340307892604548
"27188","304",25,0.00432631710346651
"27189","1350",25,0.00432631710346651
"27190","1338",25,0.0037040853818534
"27191","1056",25,0.00272446959789722
"27192","481",25,0.00304678129353422
"27193","741",25,0.00304678128687831
"27194","1068",25,0.00323833280263958
"27195","889",25,0.00258760152188125
"27196","899",25,0.257125300053169
"27197","1505",25,0.0027244696359331
"27198","313",25,0.00651524841624923
"27199","558",25,0.00399109458573402
"27200","1353",25,0.00323833279344371
"27201","1383",25,0.082797626697414
"27202","1541",25,0.0023513535192455
"27203","1046",25,0.00304678128866165
"27204","765",25,0.00287662524235072
"27205","8",25,0.00432631710346651
"27206","866",25,0.00235135356708392
"27207","1193",25,0.00272446959789722
"27208","1444",25,0.00287662524500157
"27209","643",25,0.0528241983987316
"27210","761",25,0.0037040853818534
"27211","763",25,0.0037040853818534
"27212","6",25,0.0814756013422916
"27213","505",25,0.00432631714381178
"27214","865",25,0.00399109458573402
"27215","1175",25,0.00287662524713668
"27216","506",25,0.00304678128687831
"27217","581",25,0.00272446959789722
"27218","809",25,0.00578367536021911
"27219","831",25,0.091795843159462
"27220","1015",25,0.72297155005889
"27221","1437",25,0.152264251019394
"27222","1296",25,0.00370408544642155
"27223","1360",25,0.00235135351924551
"27224","331",25,0.00272446961257353
"27225","1018",25,0.00745869332446472
"27226","1271",25,0.00235135351924551
"27227","1462",25,0.00304678128687831
"27228","884",25,0.372788049932332
"27229","1318",25,0.00246382722205068
"27230","1192",25,0.0025876015354986
"27231","811",25,0.00345558589497038
"27232","1150",25,0.00432631710346651
"27233","161",25,0.00304678128687831
"27234","1066",25,0.00224870035696853
"27235","868",25,0.00432631710346651
"27236","209",25,0.00399109459695291
"27237","115",25,0.00345558590624417
"27238","645",25,0.00519980820954422
"27239","1082",25,0.0037040853868941
"27240","1019",25,0.00345558589497038
"27241","1137",25,0.0037040853818534
"27242","237",25,0.00287662524235072
"27243","1311",25,0.00872163560675464
"27244","408",25,0.00399109458573402
"27245","1535",25,0.00345558589497038
"27246","995",25,0.191848694216854
"27247","448",25,0.0037040853818534
"27248","1533",25,0.00258760159623741
"27249","546",25,0.00399109458573402
"27250","936",25,0.00370408540738071
"27251","1428",25,0.00235135353094004
"27252","261",25,0.0051998082038166
"27253","44",25,0.00287662529683711
"27254","189",25,0.662291431240788
"27255","935",25,0.00304678128687831
"27256","1286",25,0.0025876015169911
"27257","756",25,0.00287662528926947
"27258","824",25,0.00272446959789722
"27259","273",25,0.00432631710346651
"27260","734",25,0.00323833283304757
"27261","249",25,0.00651524841624923
"27262","618",25,0.0030467812868998
"27263","434",25,0.00432631711017139
"27264","1403",25,0.00472301558879561
"27265","257",25,0.00399109458573402
"27266","1390",25,0.00184579132087443
"27267","562",25,0.00472301558879561
"27268","565",25,0.196478080537466
"27269","653",25,0.0025876015169911
"27270","582",25,0.00304678130980723
"27271","187",25,0.00432631710346651
"27272","1480",25,0.0024638272257234
"27273","803",25,0.00399109458573402
"27274","1388",25,0.00246382722205068
"27275","1041",25,0.00399109458573402
"27276","1245",25,0.0705435336856634
"27277","1168",25,0.00345558589497037
"27278","429",25,0.00272446960898716
"27279","352",25,0.00272446959789722
"27280","1001",25,0.0027244696145172
"27281","1007",25,0.896441491026866
"27282","1239",25,0.00304678128687831
"27283","1402",25,0.0034555859252882
"27284","1525",25,0.00287662524235072
"27285","388",25,0.00432631711288836
"27286","265",25,0.00287662524563715
"27287","1051",25,0.00323833279583086
"27288","175",25,0.00578367536021911
"27289","1345",25,0.288533472731414
"27290","100",25,0.0025876015169911
"27291","74",25,0.00323833282834671
"27292","712",25,0.00272446963115892
"27293","153",25,0.00272446960695915
"27294","992",25,0.00519980820210755
"27295","976",25,0.0028766252776539
"27296","1181",25,0.0025876015169911
"27297","690",25,0.0037040853818534
"27298","1136",25,0.07389069686121
"27299","589",25,0.00323833279344455
"27300","211",25,0.0037040853818534
"27301","588",25,0.00258760153016918
"27302","1285",25,0.00345558589497037
"27303","642",25,0.00370408541081987
"27304","337",25,0.0037040853818534
"27305","346",25,0.00258760151900792
"27306","718",25,0.00472301558879561
"27307","857",25,0.00323833280220665
"27308","444",25,0.00323833279344371
"27309","83",25,0.0527606615442383
"27310","595",25,0.152264362727033
"27311","1108",25,0.172311570451628
"27312","757",25,0.00399109461123071
"27313","467",25,0.214299675403484
"27314","721",25,0.00472301558880998
"27315","1174",25,0.00246382722205068
"27316","1427",25,0.00519980831786376
"27317","226",25,0.00578367536021911
"27318","713",25,0.00578367536021911
"27319","1261",25,0.00370408541981451
"27320","411",25,0.00215463535134368
"27321","1071",25,0.00432631721355924
"27322","402",25,0.00345558590571973
"27323","243",25,0.00432631710346651
"27324","1472",25,0.00345558589497037
"27325","323",25,0.00432631710346651
"27326","459",25,0.00272446959789722
"27327","1400",25,0.00304678138075827
"27328","397",25,0.00399109458573402
"27329","27",25,0.00651524841624932
"27330","1295",25,0.00287662524235072
"27331","1042",25,0.00323833279344371
"27332","116",25,0.00399109473510909
"27333","1129",25,0.00399109458573423
"27334","719",25,0.00345558592415196
"27335","1387",25,0.0037040853818534
"27336","91",25,0.00872163560675464
"27337","726",25,0.00258760156120236
"27338","95",25,0.00519980820210755
"27339","276",25,0.00519980820210755
"27340","709",25,0.00345558589497038
"27341","620",25,0.00745869336776991
"27342","1471",25,0.00472301562430226
"27343","194",25,0.00432631710346651
"27344","641",25,0.00345558589497037
"27345","1208",25,0.00345558590121725
"27346","1355",25,0.00432631721588709
"27347","242",25,0.00304678128687831
"27348","347",25,0.00246382723641909
"27349","680",25,0.00399109458573402
"27350","31",25,0.00304678134079468
"27351","1396",25,0.0037040853818534
"27352","144",25,0.00287662525736757
"27353","1336",25,0.00151915854267892
"27354","729",25,0.00399109458573402
"27355","788",25,0.00323833279714878
"27356","910",25,0.00345558589497037
"27357","159",25,0.00370408541643556
"27358","396",25,0.0024638272482988
"27359","1201",25,0.00432631710346651
"27360","634",25,0.00345558590864136
"27361","174",25,0.626253625008306
"27362","1103",25,0.00578367539375905
"27363","262",25,0.00206812396686642
"27364","1171",25,0.00519980823945128
"27365","1362",25,0.00472301558879571
"27366","1268",25,0.00345558589497037
"27367","990",25,0.0057836753602265
"27368","572",25,0.00519980820210755
"27369","173",25,0.0502974268422678
"27370","1116",25,0.00287662524235072
"27371","424",25,0.00472301558879561
"27372","1307",25,0.00246382722205068
"27373","508",25,0.00323833279344371
"27374","601",25,0.00578367536021911
"27375","463",25,0.00272446960131019
"27376","583",25,0.0037040853818534
"27377","1305",25,0.00235135352452889
"27378","235",25,0.00432631710608658
"27379","1229",25,0.00432631717105791
"27380","410",25,0.00287662524235072
"27381","215",25,0.128885576391003
"27382","608",25,0.00872163560675464
"27383","1300",25,0.00345558589497038
"27384","423",25,0.00370408538185341
"27385","41",25,0.00304678128687833
"27386","1413",25,0.00246382722205068
"27387","908",25,0.00432631710346651
"27388","392",25,0.00246382722658982
"27389","480",25,0.00432631710346651
"27390","412",25,0.00323833279344371
"27391","114",25,0.00224870036961286
"27392","1381",25,0.00287662524235088
"27393","745",25,0.00246382724564048
"27394","1349",25,0.0037040853818534
"27395","1435",25,0.0025876015169911
"27396","596",25,0.00370408549388546
"27397","548",25,0.0037040853818534
"27398","77",25,0.00345558589497037
"27399","403",25,0.00304678130315403
"27400","1076",25,0.00304678128687831
"27401","1143",25,0.00184579133424424
"27402","482",25,0.00323833279344371
"27403","196",25,0.00399109458573402
"27404","1241",25,0.00224870036948202
"27405","377",25,0.00472301558879561
"27406","135",25,0.0025876015169911
"27407","1196",25,0.00345558589497037
"27408","606",25,0.00198829152333808
"27409","117",25,0.00345558593524245
"27410","260",25,0.178361562358844
"27411","1134",25,0.00258760151700167
"27412","362",25,0.00578367544696987
"27413","792",25,0.00872163560675464
"27414","1096",25,0.00370408539331822
"27415","1202",25,0.00578367536021911
"27416","1460",25,0.0037040853818534
"27417","478",25,0.00472301558879561
"27418","1263",25,0.00345558589497038
"27419","340",25,0.00745869334854292
"27420","682",25,0.00345558589497037
"27421","1536",25,0.00206812397980921
"27422","432",25,0.00323833279344375
"27423","1013",25,0.0037040853818534
"27424","867",25,0.00519980820210754
"27425","903",25,0.00432631710360912
"27426","1112",25,0.00287662524235072
"27427","1463",25,0.00246382725064408
"27428","1380",25,0.00323833279344371
"27429","1240",25,0.00323833279344371
"27430","807",25,0.00651524841624923
"27431","575",25,0.0735959662871112
"27432","637",25,0.00519980824917064
"27433","380",25,0.00370408538444701
"27434","972",25,0.00246382722205068
"27435","350",25,0.00399109458573402
"27436","488",25,0.00432631710346651
"27437","112",25,0.00304678128687834
"27438","949",25,0.00519980820210755
"27439","428",25,0.00287662524235073
"27440","52",25,0.00304678131509974
"27441","1187",25,0.00258760155329502
"27442","1133",25,0.00235135353476366
"27443","1453",25,0.0043263171038873
"27444","1495",25,0.00578367536021911
"27445","1073",25,0.0037040853818534
"27446","521",25,0.00304678141225531
"27447","1280",25,0.00345558591459505
"27448","1293",25,0.00872163560675479
"27449","1225",25,0.00578367536021911
"27450","1401",25,0.00323833283724586
"27451","560",25,0.00345558589854804
"27452","804",25,0.00235135354543875
"27453","1119",25,0.00206812396686643
"27454","1510",25,0.00399109458573402
"27455","552",25,0.0025876015169911
"27456","655",25,0.00323833279344371
"27457","1425",25,0.00184579132515592
"27458","329",25,0.00206812396686642
"27459","1145",25,0.137631382364729
"27460","751",25,0.00399109458573402
"27461","678",25,0.00432631710346651
"27462","1496",25,0.00246382722419943
"27463","1074",25,0.00272446961708346
"27464","455",25,0.00519980820210755
"27465","336",25,0.00287662525294295
"27466","109",25,0.00345558589497038
"27467","375",25,0.00345558589497038
"27468","876",25,0.00287662524235072
"27469","124",25,0.602240936787534
"27470","820",25,0.00235135351924551
"27471","1407",25,0.00345558590801464
"27472","234",25,0.00399109458573402
"27473","1518",25,0.00370408540058841
"27474","67",25,0.00578367536021911
"27475","954",25,0.00472301558879561
"27476","667",25,0.0087216358705452
"27477","541",25,0.00472301558879561
"27478","420",25,0.00345558589497037
"27479","324",25,0.00323833279344371
"27480","689",25,0.00287662524235072
"27481","937",25,0.00287662524235072
"27482","1399",25,0.00287662524235072
"27483","1104",25,0.0964172847129368
"27484","1199",25,0.00651524850277155
"27485","102",25,0.258784724448837
"27486","981",25,0.00246382722205068
"27487","598",25,0.00345558589497037
"27488","748",25,0.778426769496235
"27489","264",25,0.00399109458826339
"27490","818",25,0.52371710288873
"27491","1415",25,0.00287662524235072
"27492","1097",25,0.108512072524697
"27493","1026",25,0.00287662524235073
"27494","623",25,0.00472301558879561
"27495","88",25,0.00399109458573402
"27496","30",25,0.00304678130788494
"27497","580",25,0.00235135352712188
"27498","1341",25,0.00246382724987658
"27499","473",25,0.18572487580392
"27500","989",25,0.00519980827324607
"27501","125",25,0.207100933669715
"27502","1144",25,0.00399109460611971
"27503","300",25,0.00872163560675464
"27504","98",25,0.0034555858949739
"27505","433",25,0.00287662531819816
"27506","143",25,0.00272446960018725
"27507","649",25,0.00432631710346676
"27508","272",25,0.00323833279344371
"27509","805",25,0.00323833281109923
"27510","165",25,0.00287662524235072
"27511","1260",25,0.00246382722681898
"27512","1468",25,0.00432631714222072
"27513","863",25,0.00345558589497037
"27514","475",25,0.00578367536021911
"27515","70",25,0.00399109458573402
"27516","130",25,0.0037040853818534
"27517","536",25,0.00519980827431707
"27518","1397",25,0.0023513535192455
"27519","898",25,0.00304678129689032
"27520","600",25,0.00872163560675464
"27521","1324",25,0.00519980823141738
"27522","516",25,0.00215463534179904
"27523","376",25,0.00399109458573402
"27524","1483",25,0.00472301558879561
"27525","566",25,0.172311570537814
"27526","567",25,0.337963449963979
"27527","599",25,0.0037040853818534
"27528","492",25,0.003455585922774
"27529","96",25,0.00399109458573402
"27530","1474",25,0.118069962300976
"27531","22",25,0.00304678128687831
"27532","454",25,0.00399109458573402
"27533","251",25,0.646582899996549
"27534","1190",25,0.00399109458573402
"27535","528",25,0.00370408539890718
"27536","1289",25,0.00304678128687831
"27537","1486",25,0.00287662524689258
"27538","395",25,0.00432631712234994
"27539","928",25,0.00345558591108533
"27540","1169",25,0.00323833279344371
"27541","1423",25,0.00272446959789722
"27542","157",25,0.00472301558879561
"27543","871",25,0.00235135352233486
"27544","720",25,0.794740747500303
"27545","1270",25,0.00246382722205081
"27546","466",25,0.109670368714829
"27547","1188",25,0.118069962592624
"27548","1464",25,0.00651524841624923
"27549","710",25,0.00432631710346651
"27550","438",25,0.0037040853818534
"27551","332",25,0.00287662524235072
"27552","277",25,0.00432631710346651
"27553","1319",25,0.00235135352336805
"27554","957",25,0.00287662524235072
"27555","905",25,0.00399109458573402
"27556","1149",25,0.00519980820421218
"27557","87",25,0.0037040853818534
"27558","882",25,0.00287662531370394
"27559","81",25,0.133272272086003
"27560","1126",25,0.00578367536021911
"27561","681",25,0.00345558589497038
"27562","343",25,0.00519980820210755
"27563","202",25,0.00399109459254783
"27564","418",25,0.00323833279344371
"27565","913",25,0.0938096714033907
"27566","370",25,0.00399109458573402
"27567","1424",25,0.0025876015428599
"27568","963",25,0.00304678135653412
"27569","1534",25,0.00206812396686643
"27570","519",25,0.00370408538214785
"27571","489",25,0.00578367536021911
"27572","627",25,0.00235135352172173
"27573","952",25,0.00304678128687831
"27574","184",25,0.00323833279344371
"27575","823",25,0.00472301558879561
"27576","245",25,0.00578367536021911
"27577","604",25,0.0037040853818534
"27578","877",25,0.00345558589497038
"27579","141",25,0.188118747538771
"27580","1237",25,0.00432631710673596
"27581","471",25,0.00235135352296816
"27582","931",25,0.00304678128687831
"27583","1384",25,0.00399109458574946
"27584","1179",25,0.00399109460174153
"27585","54",25,0.00345558590544186
"27586","1016",25,0.00323833279344371
"27587","503",25,0.00519980820210755
"27588","873",25,0.00272446959789722
"27589","431",25,0.00287662524235072
"27590","507",25,0.00345558589497038
"27591","191",25,0.00258760166719744
"27592","783",25,0.00304678136471532
"27593","317",25,0.0037040853890009
"27594","1259",25,0.279805823240301
"27595","38",25,0.00345558591678787
"27596","1121",25,0.00472301558879565
"27597","1048",25,0.00345558589497038
"27598","534",25,0.0027244696246468
"27599","830",25,0.00323833279344371
"27600","121",25,0.00345558589497038
"27601","914",25,0.00304678128687831
"27602","1332",25,0.00287662524651513
"27603","152",25,0.00519980820210754
"27604","1493",25,0.00224870035696854
"27605","1475",25,0.00472301561772455
"27606","156",25,0.00272446959789723
"27607","781",25,0.0023513535192455
"27608","1251",25,0.00578367551577954
"27609","312",25,0.00323833279460026
"27610","527",25,0.00246382722205068
"27611","1456",25,0.153584580944099
"27612","1272",25,0.00224870035696853
"27613","1156",25,0.00519980820210755
"27614","356",25,0.00519980820210755
"27615","1173",25,0.00519980820210755
"27616","813",25,0.00287662525623025
"27617","939",25,0.00872163601967592
"27618","837",25,0.00432631710346651
"27619","131",25,0.00258760152198421
"27620","1501",25,0.108397577468331
"27621","693",25,0.00370408551187347
"27622","36",25,0.00345558589497037
"27623","1411",25,0.0065152484789359
"27624","479",25,0.00304678128687831
"27625","269",25,0.0025876015169911
"27626","852",25,0.1285835910886
"27627","229",25,0.00224870037217859
"27628","787",25,0.0019882915220018
"27629","1330",25,0.00472301558879561
"27630","422",25,0.00246382723857647
"27631","1123",25,0.00198829151965373
"27632","1530",25,0.00224870035696854
"27633","1012",25,0.00323833279344371
"27634","520",25,0.00235135353288327
"27635","1521",25,0.0028766252575551
"27636","708",25,0.00287662524235072
"27637","947",25,0.00323833279344371
"27638","511",25,0.0037040853818534
"27639","1209",25,0.00246382730270262
"27640","554",25,0.0037040853818534
"27641","746",25,0.00323833281130522
"27642","1365",25,0.00399109458573402
"27643","222",25,0.00224870035696854
"27644","1011",25,0.214299675450362
"27645","315",25,0.00432631710346651
"27646","1064",25,0.0065152484996533
"27647","1178",25,0.00399109460022565
"27648","663",25,0.00370408538186768
"27649","137",25,0.00399109458573402
"27650","108",25,0.00287662524663966
"27651","94",25,0.00246382722205068
"27652","1443",25,0.00287662524235072
"27653","1009",25,0.0374629186462462
"27654","856",25,0.00323833279344371
"27655","1139",25,0.00287662524235072
"27656","768",25,0.00287662524235072
"27657","200",25,0.00432631710346651
"27658","50",25,0.00323833284638594
"27659","1244",25,0.00287662527370355
"27660","1070",25,0.00235135353380795
"27661","1329",25,0.00651524848675055
"27662","1091",25,0.00246382722205068
"27663","1282",25,0.00519980822366
"27664","1492",25,0.00323833279344371
"27665","728",25,0.364923715705684
"27666","1247",25,0.00323833279344371
"27667","197",25,0.0131876197684799
"27668","985",25,0.00323833279344371
"27669","1451",25,0.00304678128687831
"27670","198",25,0.00872163560675464
"27671","603",25,0.00472301559012714
"27672","21",25,0.00287662531899418
"27673","29",25,0.298803145397991
"27674","542",25,0.00323833279344371
"27675","1155",25,0.00472301564908218
"27676","1203",25,0.00345558589497038
"27677","1269",25,0.00745869332446472
"27678","609",25,0.00166662195301229
"27679","951",25,0.00472301558879561
"27680","1095",25,0.003704085384304
"27681","927",25,0.00519980820210755
"27682","932",25,0.00166662195088329
"27683","1357",25,0.00304678131780544
"27684","668",25,0.00432631710346651
"27685","299",25,0.00519980820210754
"27686","779",25,0.00345558589497037
"27687","406",25,0.0047230156407918
"27688","929",25,0.00224870036651711
"27689","1167",25,0.00578367536021911
"27690","940",25,0.00651524841624923
"27691","502",25,0.00519980820210755
"27692","1470",25,0.0025876015169911
"27693","1186",25,0.0037040853818534
"27694","425",25,0.00472301558879561
"27695","1254",25,0.0023513535192455
"27696","1347",25,0.00345558589497038
"27697","1489",25,0.0037040853818534
"27698","283",25,0.00345558599659523
"27699","477",25,0.00399109459721488
"27700","440",25,0.00272446965826543
"27701","986",25,0.00519980820210755
"27702","1340",25,0.00345558589497037
"27703","933",25,0.00345558599711561
"27704","1446",25,0.253796048393849
"27705","437",25,0.00745869332446472
"27706","1503",25,0.00304678128687831
"27707","625",25,0.23035624968558
"27708","1304",25,0.00304678130218849
"27709","1432",25,0.00872163560675464
"27710","838",25,0.00370408543260866
"27711","1343",25,0.00345558589497037
"27712","190",25,0.00472301559884117
"27713","1184",25,0.00519980820210755
"27714","296",25,0.0025876015169911
"27715","427",25,0.00287662524235072
"27716","531",25,0.0037040853818534
"27717","204",25,0.00745869345159054
"27718","661",25,0.00651524841624923
"27719","139",25,0.00287662524235072
"27720","1050",25,0.00399109460911506
"27721","238",25,0.00246382722205068
"27722","384",25,0.00578367536021911
"27723","646",25,0.00304678128687831
"27724","426",25,0.00258760151987398
"27725","306",25,0.005199808285124
"27726","216",25,0.00246382723950686
"27727","195",25,0.0025876015169911
"27728","217",25,0.0025876015169911
"27729","504",25,0.00345558589497038
"27730","943",25,0.00370408538185341
"27731","909",25,0.00272446959789722
"27732","925",25,0.00345558589497049
"27733","1379",25,0.00399109458573402
"27734","633",25,0.00323833279854411
"27735","281",25,0.00246382723170008
"27736","106",25,0.0025876015169911
"27737","1256",25,0.00345558589497037
"27738","1374",25,0.00178193593973095
"27739","460",25,0.00472301558879561
"27740","610",25,0.00287662524235072
"27741","1540",25,0.0814756515769655
"27742","1519",25,0.00224870036522501
"27743","844",25,0.00370408544285963
"27744","1197",25,0.00432631710346922
"27745","1235",25,0.497761190003766
"27746","1479",25,0.00345558589497038
"27747","1170",25,0.0037040853818534
"27748","955",25,0.00399109458573402
"27749","446",25,0.00258760152801591
"27750","419",25,0.00304678129453192
"27751","177",25,0.206808231022021
"27752","1038",25,0.00399109460580259
"27753","1249",25,0.00399109458573402
"27754","274",25,0.00399109458573402
"27755","666",25,0.00578367542396923
"27756","778",25,0.00304678130321706
"27757","1115",25,0.00370408539779677
"27758","711",25,0.00272446959789722
"27759","1031",25,0.00370408544804698
"27760","657",25,0.00519980820210755
"27761","483",25,0.00399109458573964
"27762","365",25,0.00651524841624923
"27763","1299",25,0.00304678129828621
"27764","1373",25,0.00345558589497037
"27765","1230",25,0.0409180287195759
"27766","665",25,0.00519980821930839
"27767","1342",25,0.00215463533357734
"27768","338",25,0.00323833279344371
"27769","84",25,0.0027244696232852
"27770","1219",25,0.00399109481816734
"27771","1382",25,0.00304678128689061
"27772","233",25,0.00323833284052913
"27773","1485",25,0.00399109458573402
"27774","1085",25,0.00345558589497037
"27775","415",25,0.00651524841624923
"27776","1445",25,0.381536366587438
"27777","630",25,0.00172235099216733
"27778","1361",25,0.00399109458573402
"27779","1477",25,0.0661084532679139
"27780","1527",25,0.00258760152228418
"27781","1356",25,0.00272446959789722
"27782","1429",25,0.00323833279344371
"27783","942",25,0.00258760151920598
"27784","878",25,0.00519980820210755
"27785","881",25,0.0047230156154179
"27786","1448",25,0.123559461674088
"27787","730",25,0.00323833281723739
"27788","701",25,0.00578367536021911
"27789","42",25,0.00651524848278875
