"","topic","term","beta"
"21247",9,"inklusion",2.4303439366323e-68
"21248",10,"inklusion",8.30107109290196e-289
"21249",11,"inklusion",4.91576401858576e-57
"21250",12,"inklusion",1.71956122588253e-290
"21251",13,"inklusion",2.78540488993644e-289
"21252",14,"inklusion",1.9394561704591e-289
"21253",15,"inklusion",6.58894916532657e-94
"21254",16,"inklusion",2.4362860308074e-293
"21255",17,"inklusion",5.9425833703589e-58
"21256",18,"inklusion",2.30017156940216e-279
"21257",19,"inklusion",1.26651414530751e-48
"21258",20,"inklusion",5.56067379627896e-126
"21259",21,"inklusion",8.03849555317901e-285
"21260",22,"inklusion",6.81890386232029e-286
"21261",23,"inklusion",6.03739212722126e-294
"21262",24,"inklusion",4.88662169688949e-72
"21263",25,"inklusion",3.82136806836281e-293
"21264",26,"inklusion",9.6289186829729e-289
"21265",27,"inklusion",1.08165895773253e-286
"21266",28,"inklusion",2.73300170083627e-13
"21267",29,"inklusion",2.30659059221115e-287
"21268",30,"inklusion",1.36258832347698e-284
"21269",31,"inklusion",1.57997213437435e-07
"21270",32,"inklusion",7.844235546701e-293
"21271",33,"inklusion",2.37130032477496e-290
"21272",34,"inklusion",6.36075959828999e-292
"21273",35,"inklusion",9.61092157998432e-291
"21274",36,"inklusion",4.71817206048462e-120
"21275",37,"inklusion",3.02072438798128e-296
"21276",1,"lernvoraussetz",0.0155235234151084
"21277",2,"lernvoraussetz",2.09220114583396e-36
"21278",3,"lernvoraussetz",1.13076440436028e-44
"21279",4,"lernvoraussetz",2.80444585215823e-260
"21280",5,"lernvoraussetz",1.27213606012915e-158
"21281",6,"lernvoraussetz",0.00983413514548579
"21282",7,"lernvoraussetz",5.76293604306777e-74
"21283",8,"lernvoraussetz",3.41751046932649e-271
"21284",9,"lernvoraussetz",4.9534565111324e-257
"21285",10,"lernvoraussetz",4.12378014409002e-253
"21286",11,"lernvoraussetz",7.82746041847776e-38
"21287",12,"lernvoraussetz",0.00318042405385601
"21288",13,"lernvoraussetz",7.36061992823629e-258
"21289",14,"lernvoraussetz",6.23819837298229e-16
"21290",15,"lernvoraussetz",1.87447521991915e-259
"21291",16,"lernvoraussetz",4.55437391254232e-94
"21292",17,"lernvoraussetz",3.58941806407979e-73
"21293",18,"lernvoraussetz",6.51121388116926e-253
"21294",19,"lernvoraussetz",2.95622042291552e-85
"21295",20,"lernvoraussetz",0.00736472561306465
"21296",21,"lernvoraussetz",2.00373716659643e-42
"21297",22,"lernvoraussetz",7.79880045687595e-210
"21298",23,"lernvoraussetz",2.48847403735173e-256
"21299",24,"lernvoraussetz",3.10303904715593e-44
"21300",25,"lernvoraussetz",2.62304171482207e-33
"21301",26,"lernvoraussetz",4.13209219529271e-263
"21302",27,"lernvoraussetz",3.53543526950049e-36
"21303",28,"lernvoraussetz",8.97314727536801e-92
"21304",29,"lernvoraussetz",8.75946647604312e-261
"21305",30,"lernvoraussetz",3.26959538974673e-252
"21306",31,"lernvoraussetz",5.29938286164272e-256
"21307",32,"lernvoraussetz",8.69249392442552e-265
"21308",33,"lernvoraussetz",4.76999603246566e-52
"21309",34,"lernvoraussetz",2.50390395589438e-236
"21310",35,"lernvoraussetz",9.99238655115504e-264
"21311",36,"lernvoraussetz",7.95782916030239e-91
"21312",37,"lernvoraussetz",1.41189076868685e-268
"21313",1,"tragt",0.00264085531180531
"21314",2,"tragt",1.17479723948034e-95
"21315",3,"tragt",9.39021200366863e-40
"21316",4,"tragt",7.2950921040231e-264
"21317",5,"tragt",3.52828892563865e-66
"21318",6,"tragt",4.74850619598111e-255
"21319",7,"tragt",9.03353669378289e-76
"21320",8,"tragt",1.49858333309394e-269
"21321",9,"tragt",1.38008380312097e-78
"21322",10,"tragt",1.58159679777404e-260
"21323",11,"tragt",1.91416934715427e-254
"21324",12,"tragt",6.31304807587585e-262
"21325",13,"tragt",0.00605086365560585
"21326",14,"tragt",2.26556984592795e-262
"21327",15,"tragt",1.63108487225003e-256
"21328",16,"tragt",1.79749380616417e-256
"21329",17,"tragt",1.75828786590703e-265
"21330",18,"tragt",2.08068727482843e-49
"21331",19,"tragt",1.83872912376754e-65
"21332",20,"tragt",1.55890374529642e-50
"21333",21,"tragt",0.00264631698352829
"21334",22,"tragt",1.20228568110015e-258
"21335",23,"tragt",1.07454861619013e-09
"21336",24,"tragt",3.80795181790445e-266
"21337",25,"tragt",2.03192251543747e-267
"21338",26,"tragt",8.37495632818916e-15
"21339",27,"tragt",2.33926437622186e-154
"21340",28,"tragt",3.89797521898705e-61
"21341",29,"tragt",1.3508991538418e-42
"21342",30,"tragt",1.91774462848393e-246
"21343",31,"tragt",6.65262046716825e-255
"21344",32,"tragt",3.51877877082455e-19
"21345",33,"tragt",4.82340812262249e-46
"21346",34,"tragt",0.00329817189417251
"21347",35,"tragt",2.24736287109775e-220
"21348",36,"tragt",5.53037516757999e-118
"21349",37,"tragt",7.50504462802143e-258
"21350",1,"wertschatz",0.00498875998446029
"21351",2,"wertschatz",0.00316963236025708
"21352",3,"wertschatz",0.00643551035815204
"21353",4,"wertschatz",9.39544151486359e-297
"21354",5,"wertschatz",7.30970621749306e-295
"21355",6,"wertschatz",1.17709840544848e-282
"21356",7,"wertschatz",1.66864832158602e-55
"21357",8,"wertschatz",2.40189029541183e-294
"21358",9,"wertschatz",7.78898574037891e-295
"21359",10,"wertschatz",1.07079632928077e-291
"21360",11,"wertschatz",1.08614664756508e-291
"21361",12,"wertschatz",5.6908634666661e-295
"21362",13,"wertschatz",2.08686069124257e-68
"21363",14,"wertschatz",3.4213665414512e-296
"21364",15,"wertschatz",3.69470093859063e-293
"21365",16,"wertschatz",4.3509749755135e-300
"21366",17,"wertschatz",3.89343312044117e-295
"21367",18,"wertschatz",5.24226593966888e-281
"21368",19,"wertschatz",7.79205286348516e-296
"21369",20,"wertschatz",2.70062692582126e-300
"21370",21,"wertschatz",1.64176587826533e-64
"21371",22,"wertschatz",3.6549313473939e-291
"21372",23,"wertschatz",1.79662661090986e-298
"21373",24,"wertschatz",7.33327148429958e-300
"21374",25,"wertschatz",1.12077183816915e-300
"21375",26,"wertschatz",1.90971735595839e-295
"21376",27,"wertschatz",1.05183620565633e-295
"21377",28,"wertschatz",2.35793954458387e-32
"21378",29,"wertschatz",3.23093769936206e-293
"21379",30,"wertschatz",7.22653138606357e-275
"21380",31,"wertschatz",7.44912615616037e-293
"21381",32,"wertschatz",3.7469442505579e-298
"21382",33,"wertschatz",5.25828191029291e-294
"21383",34,"wertschatz",4.95915554175183e-298
"21384",35,"wertschatz",4.45086059536582e-298
"21385",36,"wertschatz",2.58000721382893e-290
"21386",37,"wertschatz",1.1411352830033e-302
"21387",1,"zusammenfuhr",0.00264085532193964
"21388",2,"zusammenfuhr",9.9815466064047e-248
"21389",3,"zusammenfuhr",7.48300742549445e-243
"21390",4,"zusammenfuhr",4.32346535529993e-219
"21391",5,"zusammenfuhr",4.53131048496094e-253
"21392",6,"zusammenfuhr",7.89962641133158e-37
"21393",7,"zusammenfuhr",7.89198976228293e-48
"21394",8,"zusammenfuhr",0.00192489729107566
"21395",9,"zusammenfuhr",3.0372361157784e-247
"21396",10,"zusammenfuhr",3.36023883172058e-252
"21397",11,"zusammenfuhr",4.32693543502425e-249
"21398",12,"zusammenfuhr",2.44086053223844e-241
"21399",13,"zusammenfuhr",0.00222123120792001
"21400",14,"zusammenfuhr",0.00271113192845888
"21401",15,"zusammenfuhr",7.79165506056884e-253
"21402",16,"zusammenfuhr",5.53980584798539e-257
"21403",17,"zusammenfuhr",3.95734835154711e-256
"21404",18,"zusammenfuhr",1.03742682271562e-250
"21405",19,"zusammenfuhr",9.60084933481655e-254
"21406",20,"zusammenfuhr",1.74468371782311e-257
"21407",21,"zusammenfuhr",1.28569047969302e-248
"21408",22,"zusammenfuhr",6.58711689463527e-251
"21409",23,"zusammenfuhr",5.04457204174198e-258
"21410",24,"zusammenfuhr",1.48825660181069e-258
"21411",25,"zusammenfuhr",2.19709332169097e-259
"21412",26,"zusammenfuhr",1.82714190436863e-08
"21413",27,"zusammenfuhr",5.42068521128291e-28
"21414",28,"zusammenfuhr",5.40739983544924e-60
"21415",29,"zusammenfuhr",2.19568798812949e-252
"21416",30,"zusammenfuhr",2.83130168121641e-11
"21417",31,"zusammenfuhr",2.31901685671637e-250
"21418",32,"zusammenfuhr",5.31598045017069e-41
"21419",33,"zusammenfuhr",2.83403157885383e-35
"21420",34,"zusammenfuhr",1.42779554125512e-256
"21421",35,"zusammenfuhr",7.84987597406327e-256
"21422",36,"zusammenfuhr",2.86900997405299e-257
"21423",37,"zusammenfuhr",1.10021041305832e-262
"21424",1,"argumentativ",1.59603968602385e-265
"21425",2,"argumentativ",4.35616585018533e-06
"21426",3,"argumentativ",1.00095347502177e-264
"21427",4,"argumentativ",2.60184171379295e-31
"21428",5,"argumentativ",3.07967070305435e-245
"21429",6,"argumentativ",8.52795087003304e-80
"21430",7,"argumentativ",5.05009808052994e-269
"21431",8,"argumentativ",1.3672589495986e-51
"21432",9,"argumentativ",1.84530630159887e-11
"21433",10,"argumentativ",1.21972163996455e-267
"21434",11,"argumentativ",2.90504209135617e-264
"21435",12,"argumentativ",4.15389855138105e-267
"21436",13,"argumentativ",6.61294957134054e-271
"21437",14,"argumentativ",1.33167302762283e-268
"21438",15,"argumentativ",3.83646739389013e-265
"21439",16,"argumentativ",8.91618735100867e-270
"21440",17,"argumentativ",2.48547394388783e-42
"21441",18,"argumentativ",1.17477457544858e-234
"21442",19,"argumentativ",7.33265376571201e-268
"21443",20,"argumentativ",2.71982396536916e-271
"21444",21,"argumentativ",7.91107721598234e-23
"21445",22,"argumentativ",2.12219708604123e-17
"21446",23,"argumentativ",4.32152553483486e-34
"21447",24,"argumentativ",3.70730491356226e-272
"21448",25,"argumentativ",0.0187124937385389
"21449",26,"argumentativ",1.75202459375351e-266
"21450",27,"argumentativ",4.14505839667982e-251
"21451",28,"argumentativ",1.64670976882452e-273
"21452",29,"argumentativ",6.79270531665339e-57
"21453",30,"argumentativ",5.81037364474939e-67
"21454",31,"argumentativ",7.8380843423487e-264
"21455",32,"argumentativ",1.15495486780621e-54
"21456",33,"argumentativ",1.17202309673996e-265
"21457",34,"argumentativ",1.27909878561742e-258
"21458",35,"argumentativ",1.55752357283584e-269
"21459",36,"argumentativ",6.9417006714282e-272
"21460",37,"argumentativ",1.23111216794086e-274
"21461",1,"entwed",5.28032039816367e-272
"21462",2,"entwed",8.12136989405907e-15
"21463",3,"entwed",2.86095575607008e-41
"21464",4,"entwed",1.43066409252838e-274
"21465",5,"entwed",4.62058784268595e-61
"21466",6,"entwed",7.73551713252939e-278
"21467",7,"entwed",4.17513071724941e-274
"21468",8,"entwed",3.83484730217588e-281
"21469",9,"entwed",1.11853693660091e-46
"21470",10,"entwed",5.58291238103493e-272
"21471",11,"entwed",1.40647266318728e-269
"21472",12,"entwed",1.79690433839441e-272
"21473",13,"entwed",8.77264728475464e-46
"21474",14,"entwed",1.04008792324315e-164
"21475",15,"entwed",6.72154077347732e-265
"21476",16,"entwed",2.21785234131792e-275
"21477",17,"entwed",1.06629927413004e-48
"21478",18,"entwed",3.65752466680542e-51
"21479",19,"entwed",4.04935991735739e-274
"21480",20,"entwed",1.16434888514068e-48
"21481",21,"entwed",2.38984870362925e-20
"21482",22,"entwed",1.97069253670562e-269
"21483",23,"entwed",5.74090367788102e-277
"21484",24,"entwed",2.47371936745974e-278
"21485",25,"entwed",1.55667309734365e-50
"21486",26,"entwed",5.10024705997918e-272
"21487",27,"entwed",6.17916478141716e-271
"21488",28,"entwed",4.5183027045001e-281
"21489",29,"entwed",0.0110090444618319
"21490",30,"entwed",1.28746221156306e-277
"21491",31,"entwed",4.42857103129434e-269
"21492",32,"entwed",6.20422743567994e-228
"21493",33,"entwed",3.95924550416684e-51
"21494",34,"entwed",5.57606779343808e-45
"21495",35,"entwed",2.00982031190378e-225
"21496",36,"entwed",2.53099054914453e-276
"21497",37,"entwed",6.45070708305507e-115
"21498",1,"explori",1.41554252519944e-284
"21499",2,"explori",2.84282471508323e-49
"21500",3,"explori",2.66441003313234e-282
"21501",4,"explori",4.80548746002289e-290
"21502",5,"explori",5.75464417738167e-273
"21503",6,"explori",5.25730993491913e-291
"21504",7,"explori",1.12038022831651e-29
"21505",8,"explori",4.62516877165534e-292
"21506",9,"explori",2.4052036067777e-79
"21507",10,"explori",2.60920502965064e-117
"21508",11,"explori",6.67221975698659e-65
"21509",12,"explori",1.75225738586442e-282
"21510",13,"explori",2.2468299526509e-201
"21511",14,"explori",1.79805762349849e-289
"21512",15,"explori",8.85780197577896e-285
"21513",16,"explori",9.22455311379038e-291
"21514",17,"explori",4.21716418356905e-73
"21515",18,"explori",2.68811349127818e-285
"21516",19,"explori",2.758913708701e-286
"21517",20,"explori",1.4624105731261e-65
"21518",21,"explori",0.0179806046896399
"21519",22,"explori",4.50281403436804e-285
"21520",23,"explori",1.48860470321933e-70
"21521",24,"explori",2.59207784398846e-293
"21522",25,"explori",1.68359637450827e-05
"21523",26,"explori",3.41639124654021e-287
"21524",27,"explori",3.55843532588065e-61
"21525",28,"explori",3.58899562306122e-295
"21526",29,"explori",1.31539727495905e-78
"21527",30,"explori",1.11561790063734e-291
"21528",31,"explori",8.01497985846095e-94
"21529",32,"explori",2.06562749402984e-113
"21530",33,"explori",6.58853147091131e-287
"21531",34,"explori",6.7214179882584e-288
"21532",35,"explori",5.49657044721251e-285
"21533",36,"explori",3.20106715894519e-290
"21534",37,"explori",2.02518615082656e-295
"21535",1,"herausgefund",9.2896663191829e-269
"21536",2,"herausgefund",6.36849800813635e-22
"21537",3,"herausgefund",1.76242795534187e-267
"21538",4,"herausgefund",2.69114579565184e-274
"21539",5,"herausgefund",1.19866950711715e-41
"21540",6,"herausgefund",4.52552684972826e-276
"21541",7,"herausgefund",4.90855087555434e-59
"21542",8,"herausgefund",1.33805536336529e-278
"21543",9,"herausgefund",3.96250008674292e-50
"21544",10,"herausgefund",7.05480371698111e-38
"21545",11,"herausgefund",5.87941570035376e-269
"21546",12,"herausgefund",2.03741331600091e-271
"21547",13,"herausgefund",2.42124280450175e-81
"21548",14,"herausgefund",3.22426676326312e-273
"21549",15,"herausgefund",7.15805334422348e-270
"21550",16,"herausgefund",4.64209538444408e-275
"21551",17,"herausgefund",2.50845534901125e-47
"21552",18,"herausgefund",8.44764046527668e-82
"21553",19,"herausgefund",8.64439340722197e-273
"21554",20,"herausgefund",9.74161099055326e-276
"21555",21,"herausgefund",0.00600163331939743
"21556",22,"herausgefund",6.79542264725111e-269
"21557",23,"herausgefund",2.13339177921797e-183
"21558",24,"herausgefund",3.89857631166479e-278
"21559",25,"herausgefund",3.52674469682094e-56
"21560",26,"herausgefund",7.5820542160249e-272
"21561",27,"herausgefund",0.00561127720873916
"21562",28,"herausgefund",8.50930629681991e-72
"21563",29,"herausgefund",3.47549617308167e-49
"21564",30,"herausgefund",3.24377285158393e-276
"21565",31,"herausgefund",3.33544037213071e-270
"21566",32,"herausgefund",3.31161977422325e-98
"21567",33,"herausgefund",0.00264857326355068
"21568",34,"herausgefund",2.72638240904511e-147
"21569",35,"herausgefund",3.54219094772639e-273
"21570",36,"herausgefund",5.62957897106579e-275
"21571",37,"herausgefund",3.11702590596131e-87
"21572",1,"kindergart",6.97080785982415e-271
"21573",2,"kindergart",1.2619399226837e-46
"21574",3,"kindergart",9.51259114475775e-273
"21575",4,"kindergart",6.75731272219635e-279
"21576",5,"kindergart",3.92352662286592e-275
"21577",6,"kindergart",7.66498808755378e-280
"21578",7,"kindergart",2.62703745276036e-155
"21579",8,"kindergart",1.00657357779931e-68
"21580",9,"kindergart",4.30353261009765e-13
"21581",10,"kindergart",1.03131043849711e-78
"21582",11,"kindergart",3.05246350364906e-77
"21583",12,"kindergart",8.9891351072682e-93
"21584",13,"kindergart",1.61563442548496e-278
"21585",14,"kindergart",1.19576404905708e-258
"21586",15,"kindergart",6.35941808032206e-12
"21587",16,"kindergart",1.7488217574168e-279
"21588",17,"kindergart",0.0323980188587865
"21589",18,"kindergart",3.23484319600379e-36
"21590",19,"kindergart",1.79677364974864e-277
"21591",20,"kindergart",2.19321905758501e-279
"21592",21,"kindergart",3.65297284999431e-51
"21593",22,"kindergart",1.10005361106906e-256
"21594",23,"kindergart",1.88351922493287e-43
"21595",24,"kindergart",4.15336985205444e-282
"21596",25,"kindergart",5.76475797422431e-16
"21597",26,"kindergart",1.32975275463721e-275
"21598",27,"kindergart",1.79340408387498e-275
"21599",28,"kindergart",2.57049132619577e-283
"21600",29,"kindergart",5.20862280344848e-60
"21601",30,"kindergart",8.4414352347248e-282
"21602",31,"kindergart",4.22405577956304e-272
"21603",32,"kindergart",2.79715613236364e-278
"21604",33,"kindergart",3.61555585836596e-275
"21605",34,"kindergart",6.36475964391256e-278
"21606",35,"kindergart",5.86969095482134e-276
"21607",36,"kindergart",3.91145247651291e-78
"21608",37,"kindergart",4.43345568853695e-87
"21609",1,"ubersetzt",2.41775040175954e-263
"21610",2,"ubersetzt",2.20470341954904e-21
"21611",3,"ubersetzt",2.74251347125668e-51
"21612",4,"ubersetzt",3.68732962920533e-49
"21613",5,"ubersetzt",1.11342325815149e-258
"21614",6,"ubersetzt",7.59384648063607e-271
"21615",7,"ubersetzt",2.35202463604169e-268
"21616",8,"ubersetzt",7.29438348816104e-274
"21617",9,"ubersetzt",0.0157325109943547
"21618",10,"ubersetzt",2.292754103543e-265
"21619",11,"ubersetzt",3.87775943532897e-21
"21620",12,"ubersetzt",5.1592929649242e-44
"21621",13,"ubersetzt",7.42142598410245e-269
"21622",14,"ubersetzt",1.01866641827698e-265
"21623",15,"ubersetzt",1.58351407563094e-193
"21624",16,"ubersetzt",2.36134711268405e-269
"21625",17,"ubersetzt",3.32579778446308e-36
"21626",18,"ubersetzt",2.83944592717899e-264
"21627",19,"ubersetzt",2.13588225735228e-267
"21628",20,"ubersetzt",1.65395869164501e-70
"21629",21,"ubersetzt",5.10860579161425e-24
"21630",22,"ubersetzt",9.49227758831691e-263
"21631",23,"ubersetzt",2.01164678671987e-31
"21632",24,"ubersetzt",7.33717200734022e-272
"21633",25,"ubersetzt",4.25145272737073e-55
"21634",26,"ubersetzt",1.52041495331545e-58
"21635",27,"ubersetzt",2.59837648661064e-62
"21636",28,"ubersetzt",9.64742136973345e-239
"21637",29,"ubersetzt",4.20935710136419e-47
"21638",30,"ubersetzt",1.65633591412984e-240
"21639",31,"ubersetzt",1.41770041796805e-241
"21640",32,"ubersetzt",1.16847470911592e-268
"21641",33,"ubersetzt",3.17988973759911e-64
"21642",34,"ubersetzt",3.47738578162288e-263
"21643",35,"ubersetzt",2.9189060468685e-68
"21644",36,"ubersetzt",6.80264855484338e-270
"21645",37,"ubersetzt",8.54261827942624e-26
"21646",1,"elektromagnet",2.99034327402021e-284
"21647",2,"elektromagnet",1.15273642653399e-61
"21648",3,"elektromagnet",2.45954788816836e-283
"21649",4,"elektromagnet",2.03690799735878e-266
"21650",5,"elektromagnet",7.82258476926803e-288
"21651",6,"elektromagnet",2.89544461653238e-155
"21652",7,"elektromagnet",8.58986667198027e-286
"21653",8,"elektromagnet",4.26636606931084e-295
"21654",9,"elektromagnet",2.50973326187057e-286
"21655",10,"elektromagnet",5.89424544987487e-286
"21656",11,"elektromagnet",1.64934353445496e-276
"21657",12,"elektromagnet",5.53971719027658e-88
"21658",13,"elektromagnet",3.20721617716371e-68
"21659",14,"elektromagnet",1.14376316718371e-286
